Enter Date,Document No,Item,Short Text,Order Unit,Order Quantity,Order Price,Order Amount,Supplier_Code,Supplier_Name,Enter By
09/22/2018,WW-8149,,สีน้ำภายในกึ่งเงา,1 ชิ้น,1,,"1,630.00",,ไทวัสดุ,
09/22/2018,WW-8149,,แม่สีcaptain,107 ชิ้น,107,,462.25,,ไทวัสดุ,
09/22/2018,WW-8149,,แม่สีเบเยอร์,7 ชิ้น,7,,18.50,,ไทวัสดุ,
09/24/2018,WW-8150,,ม่านใสกันไฟฟ้าสถิตย์,1 ม้วน,1,,4013.00,,Hardearehouse,
09/24/2018,WW-8152,,ถุงหูหิ้ว HD  5 กก.,40 กก.,40,,3800,,ธนพล,
09/24/2018,WW-8152,,STK ขาวด้านตัด A4,2000 ใบ,2000,,2400.00,,saim stick,
09/24/2018,WW-8152,,เทปพันสายไฟ,3 โหล,3,,540.00,,ธารทอง สุวรรณ,
09/24/2018,WW-8152,,ไม้กวาดดอกหญ้า,12 อัน,12,,516.00,,NPK masterplan,
09/24/2018,WW-8152,,ที่โกยขยะอลูมิเนียม,6 อัน,6,,840.00,,ธารทอง สุวรรณ,
09/24/2018,WW-8152,,ไม้กวาดหยากไย่,3 อัน,3,,135.00,,NPK masterplan,
09/24/2018,WW-8153,,แผ่นรองเมาส์,15 ชุด,15,,375.00,,,
09/24/2018,WW-8153,,ถังบีบน้ำไม้ถูพื้น,1 ชุด,1,,1047.00,,เจนบรรเจิด,
09/24/2018,WW-8153,,ไม่ถูพื้น,2 ชุด,2,,258.00,,OfficeMate,
09/26/2018,WW-8155,,ถุงคลุมรอบเท้า,1 แพ็ค,1,,155.00,,Hardearehouse,
09/26/2018,WW-8155,,เหล็กปั้มรู.5/16,1 ชิ้น,1,,19.00,,Hardearehouse,
09/26/2018,WW-8155,,เหล็กปั้มรู.5/32,1ชิ้น,1,,12.00,,Hardearehouse,
10/16/2018,WW-8160,,กรวย กรองขนาด 10'',10 ตัว,10,," 2,800.0000 ",,ธารทอง สุวรรณ,
10/16/2018,WW-8160,,สีสเปร์ย TOA.  สีขาว,3  โหล,3,," 2,070.0000 ",,ธารทอง สุวรรณ,
10/16/2018,WW-8161,,หมึก EPSON GJIC4(K),4  กล่อง,4,," 9,600.0000 ",,เมโทรซิสเต็ม,
10/16/2018,WW-8161,,หมึก EPSON GJIC4(C),2  กล่อง,2,," 6,400.0000 ",,เมโทรซิสเต็ม,
10/16/2018,WW-8161,,หมึก EPSON GJIC4(M),8  กล่อง,8,," 6,400.0000 ",,เมโทรซิสเต็ม,
10/16/2018,WW-8161,,หมึก EPSON GJIC4(Y),4  กล่อง,4,," 3,200.0000 ",,เมโทรซิสเต็ม,
10/16/2018,WW-8162,,วาล์ว  PCV 2''  แบบเกลียว,40  ตัว,40,," 5,600.0000 ",,ธารทอง สุวรรณ,
10/18/2018,WW-8163,,แอลกอฮอล์ขวด 350 มิลิลิตร,1  โหล,1,, 348.0000 ,,จัดซื้อเอง,
10/19/2018,WW-8164,,ค่าบริการล้างทำความสะอาดถัง,"2,065 ใบ","2,065",," 6,195.00 ",,K.S.WASTE,
10/19/2018,WW-8164,,ค่าล้างทำความสะอาด Bulk E,12  ใบ,12,," 1,200.00 ",,K.S.WASTE,
10/20/2018,WW-8165,,STK. PVC  สีเขียว  ,300 แผ่น,300,," 3,150.00 ",,ส.รุ่งการพิมพ์,
10/20/2018,WW-8165,,STK. PVC  สีเลือง,300 แผ่น,300,," 3,150.00 ",,ส.รุ่งการพิมพ์,
10/20/2018,WW-8165,,STK. PVC  สีน้ำเงิน,300 แผ่น,300,," 3,105.00 ",,ส.รุ่งการพิมพ์,
10/20/2018,WW-8166,,ตรายางหมึกในตัว,3 ตัว,3,," 1,150.00 ",,ม่านทอง,
10/31/2018,WW-8167,,ไม้ขนไก่,12 อัน,12,," 2,400.00 ",,ธารทอง สุวรรณ,
10/31/2018,WW-8167,,ไซฟ่อนเล็ก,2 โหล,2,," 2,280.00 ",,P&N Labchem,
